Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr20	1666617	0.168643	5.909713
chr20	1666989	0.168255	5.909776
chr20	1668114	0.133346	5.909965
chr20	1673807	0.133300	5.910724
chr20	1674490	0.133304	5.910815
chr20	1675292	0.133070	5.910922
chr20	1676065	0.132732	5.911025
chr20	1676943	0.132735	5.911142
chr20	1678188	0.132865	5.911307
chr20	1678637	0.132484	5.911367
chr20	1679289	0.133781	5.911453
chr20	1679534	0.163272	5.911486
chr20	1679805	3.807217	5.911530
chr20	1681537	3.695563	5.918124
chr20	1681609	3.564267	5.918390
chr20	1681670	3.464629	5.918608
chr20	1681929	3.361564	5.919505
chr20	1682037	0.253869	5.919868
chr20	1682292	0.252775	5.919933
chr20	1682526	0.038166	5.919992
chr20	1683044	0.037129	5.920012
chr20	1683129	0.036088	5.920015
chr20	1683342	0.036052	5.920023
chr20	1683479	0.036046	5.920027
chr20	1684064	0.036130	5.920049
chr20	1684221	0.036155	5.920054
chr20	1684392	0.036155	5.920060
chr20	1684486	0.082764	5.920064
chr20	1684528	0.192914	5.920067
chr20	1684613	0.392228	5.920084
chr20	1684652	0.564413	5.920099
chr20	1685140	0.563856	5.920374
chr20	1685472	0.564636	5.920562
chr20	1685500	0.565900	5.920577
chr20	1685647	1.313898	5.920661
chr20	1686429	1.546277	5.921688
chr20	1687068	1.546067	5.922676
chr20	1687149	0.541715	5.922801
chr20	1687428	0.541715	5.922953
chr20	1687450	0.541512	5.922964
chr20	1687468	0.538539	5.922974
chr20	1687538	0.536881	5.923012
chr20	1687555	0.533542	5.923021
chr20	1687567	0.531424	5.923027
chr20	1688456	0.529730	5.923500
chr20	1688813	0.529729	5.923689
chr20	1688844	0.528554	5.923705
chr20	1688958	0.528251	5.923766
chr20	1689119	0.527358	5.923851
chr20	1689231	0.526329	5.923910
chr20	1689270	0.525188	5.923930
chr20	1689461	0.523719	5.924031
chr20	1689557	0.522085	5.924081
chr20	1689621	0.521081	5.924114
chr20	1689898	0.520360	5.924259
chr20	1690130	0.520464	5.924379
chr20	1690191	0.520926	5.924411
chr20	1690659	0.520553	5.924655
chr20	1691189	0.520014	5.924931
chr20	1691385	0.519851	5.925033
chr20	1691472	0.519002	5.925078
chr20	1691633	0.517677	5.925161
chr20	1692285	0.501202	5.925499
chr20	1692952	0.172636	5.925833
chr20	1693134	0.065914	5.925865
chr20	1693192	0.014091	5.925869
chr20	1693713	0.013551	5.925876
chr20	1694669	0.013409	5.925889
chr20	1695155	0.013453	5.925895
chr20	1695343	3.539653	5.925898
chr20	1695945	0.030641	5.928029
chr20	1696585	0.030649	5.928048
chr20	1699771	1.098588	5.928146
chr20	1700579	0.273724	5.929034
chr20	1701020	0.282509	5.929154
chr20	1701046	0.292052	5.929162
chr20	1701121	0.284996	5.929184
chr20	1701515	0.286289	5.929296
chr20	1701658	0.284824	5.929337
chr20	1701668	0.283690	5.929340
chr20	1702240	0.283767	5.929502
chr20	1702419	0.283963	5.929553
chr20	1702655	0.284344	5.929620
chr20	1702792	0.284420	5.929659
chr20	1703071	0.310052	5.929738
chr20	1703187	1.138041	5.929774
chr20	1703438	1.138071	5.930060
chr20	1703612	1.138148	5.930258
chr20	1703838	0.643287	5.930515
chr20	1703919	0.331923	5.930567
chr20	1704114	0.269948	5.930632
chr20	1704837	0.269965	5.930827
chr20	1704868	0.270097	5.930835
chr20	1704960	0.270097	5.930860
chr20	1705437	0.270278	5.930989
chr20	1705474	0.270319	5.930999
chr20	1705653	0.270265	5.931047
chr20	1707027	0.270297	5.931419
chr20	1707841	0.270309	5.931639
chr20	1708058	0.267802	5.931697
chr20	1708363	0.255587	5.931779
chr20	1709098	0.668108	5.931967
chr20	1709674	1.480561	5.932352
chr20	1710272	0.158064	5.933237
chr20	1714362	2.587414	5.933884
chr20	1715448	6.225203	5.936694
chr20	1716662	6.208702	5.944251
chr20	1717028	3.749226	5.946523
chr20	1717081	2.092479	5.946722
chr20	1719800	2.092743	5.952412
chr20	1721250	2.208106	5.955446
chr20	1721450	17.160497	5.955888
chr20	1721987	17.146900	5.965103
chr20	1722094	17.079512	5.966938
chr20	1722457	0.400556	5.973137
chr20	1725798	1.254211	5.974476
chr20	1726256	0.137807	5.975050
chr20	1726903	0.093196	5.975139
chr20	1726963	0.062636	5.975145
chr20	1727927	0.215666	5.975205
chr20	1727964	0.478220	5.975213
chr20	1728212	0.812726	5.975332
chr20	1728389	1.353641	5.975476
chr20	1728464	1.379147	5.975577
chr20	1728482	1.377949	5.975602
chr20	1728718	1.409194	5.975927
chr20	1728893	1.189485	5.976174
chr20	1729540	1.134083	5.976943
chr20	1729574	1.591275	5.976982
chr20	1729593	2.336748	5.977012
chr20	1729960	0.474992	5.977870
chr20	1730226	0.159791	5.977996
chr20	1739118	0.193602	5.979417
chr20	1740443	0.198863	5.979674
chr20	1741300	0.197003	5.979844
chr20	1748126	1.229165	5.981189
chr20	1748754	1.202991	5.981961
chr20	1749012	0.164787	5.982271
chr20	1749990	0.142391	5.982432
chr20	1751411	0.142414	5.982634
chr20	1751594	0.139517	5.982661
chr20	1752875	0.139376	5.982839
chr20	1753882	1.203025	5.982980
chr20	1753919	1.493297	5.983024
chr20	1753922	1.807995	5.983029
chr20	1753993	2.104644	5.983157
chr20	1754969	13.403232	5.985211
chr20	1756721	13.475321	6.008694
chr20	1758100	13.463254	6.027276
chr20	1758965	8.785138	6.038922
chr20	1759115	3.380682	6.040240
chr20	1759590	3.217350	6.041845
chr20	1759791	3.085710	6.042492
chr20	1760811	3.322989	6.045639
chr20	1762037	3.316230	6.049713
chr20	1762284	3.224129	6.050533
chr20	1762433	2.222089	6.051013
chr20	1763536	1.092861	6.053464
chr20	1767286	0.641871	6.057562
chr20	1767297	0.625390	6.057569
chr20	1767896	0.585752	6.057944
chr20	1768696	0.584495	6.058412
chr20	1769271	0.586598	6.058749
chr20	1770039	0.589990	6.059199
chr20	1770053	0.623660	6.059207
chr20	1770607	1.631901	6.059553
chr20	1771007	1.636280	6.060206
chr20	1771233	1.842753	6.060575
chr20	1771284	1.873161	6.060669
chr20	1771630	1.880486	6.061317
chr20	1775799	5.668614	6.069157
chr20	1776193	5.661733	6.071391
chr20	1778340	5.592616	6.083546
chr20	1779417	5.547822	6.089570
chr20	1779768	5.478784	6.091517
chr20	1781754	5.494268	6.102398
chr20	1782667	5.368472	6.107414
chr20	1784590	4.114327	6.117738
chr20	1784980	1.921801	6.119342
chr20	1786726	1.753884	6.122698
chr20	1787427	1.645534	6.123927
chr20	1789409	1.635484	6.127189
chr20	1789798	1.775934	6.127825
chr20	1789827	1.941506	6.127876
chr20	1790434	2.125901	6.129055
chr20	1791760	6.067417	6.131874
chr20	1791920	6.189693	6.132844
chr20	1792089	6.244975	6.133891
chr20	1792416	8.780896	6.135933
chr20	1792434	37.221526	6.136091
chr20	1794342	37.221526	6.207109
chr20	1795194	37.177036	6.238822
chr20	1795210	37.165616	6.239417
chr20	1796112	5.325987	6.272940
chr20	1796292	5.230427	6.273899
chr20	1796313	5.132528	6.274009
chr20	1796461	4.875329	6.274768
chr20	1798513	2.245119	6.284773
chr20	1799576	1.456432	6.287159
chr20	1799717	0.843985	6.287365
chr20	1800431	0.844025	6.287967
chr20	1804410	0.843997	6.291326
chr20	1804443	0.844005	6.291353
chr20	1804466	0.844057	6.291373
chr20	1804583	0.843950	6.291472
chr20	1804606	0.974591	6.291491
chr20	1804897	1.108655	6.291775
chr20	1805760	1.204470	6.292731
chr20	1806234	1.203477	6.293302
chr20	1806815	1.197277	6.294001
chr20	1807061	1.185191	6.294296
chr20	1808266	1.162894	6.295724
chr20	1810750	1.158974	6.298613
chr20	1812229	1.051706	6.300327
chr20	1812960	0.941218	6.301096
chr20	1813373	0.868393	6.301484
chr20	1813830	0.836372	6.301881
chr20	1815383	1.135237	6.303180
chr20	1815399	1.460464	6.303198
chr20	1815620	2.932642	6.303521
chr20	1816399	5.842564	6.305806
chr20	1817670	5.999396	6.313232
chr20	1817825	6.061242	6.314161
chr20	1818983	3.037448	6.321180
chr20	1820197	2.864778	6.324868
chr20	1821917	1.061127	6.329795
chr20	1823326	1.008932	6.331290
chr20	1824181	0.993196	6.332153
chr20	1824234	0.865625	6.332206
chr20	1825944	0.838297	6.333686
chr20	1826095	0.814988	6.333812
chr20	1826988	0.813994	6.334540
chr20	1827015	0.811446	6.334562
chr20	1829513	0.811444	6.336589
chr20	1832655	4.589775	6.339139
chr20	1832855	0.972799	6.340057
chr20	1832989	0.992541	6.340187
chr20	1833255	0.981847	6.340451
chr20	1833498	0.881256	6.340690
chr20	1834194	0.291868	6.341303
chr20	1836532	0.288336	6.341985
chr20	1836935	0.283542	6.342102
chr20	1837072	0.283344	6.342140
chr20	1838222	0.284486	6.342466
chr20	1838855	0.291517	6.342646
chr20	1839408	0.316419	6.342808
chr20	1839442	0.339169	6.342818
chr20	1840343	0.339194	6.343124
chr20	1840362	0.339177	6.343130
chr20	1840534	0.432614	6.343189
chr20	1841245	0.541260	6.343496
chr20	1842093	0.585865	6.343955
chr20	1842139	0.625741	6.343982
chr20	1842455	0.667993	6.344180
chr20	1843684	0.668217	6.345001
chr20	1844780	0.622499	6.345733
chr20	1844858	0.569573	6.345782
chr20	1846014	0.612013	6.346440
chr20	1848203	0.686760	6.347780
chr20	1850564	0.686945	6.349401
chr20	1850632	0.685154	6.349448
chr20	1851581	0.688155	6.350098
chr20	1852393	0.692474	6.350657
chr20	1852626	0.693078	6.350818
chr20	1852958	0.696388	6.351049
chr20	1853095	0.700671	6.351144
chr20	1854678	1.442566	6.352253
chr20	1855037	1.452723	6.352771
chr20	1856533	4.230285	6.354944
chr20	1857228	4.608437	6.357884
chr20	1858019	4.503273	6.361530
chr20	1860715	4.499385	6.373670
chr20	1860863	4.396787	6.374336
chr20	1861190	2.956009	6.375774
chr20	1861230	1.567647	6.375892
chr20	1861406	1.425200	6.376168
chr20	1861770	1.399315	6.376687
chr20	1861882	1.319460	6.376844
chr20	1862223	1.331938	6.377294
chr20	1862420	1.315895	6.377556
chr20	1862540	1.378950	6.377714
chr20	1862878	1.438100	6.378180
chr20	1862930	1.412430	6.378255
chr20	1863025	1.361285	6.378389
chr20	1863216	1.089231	6.378649
chr20	1864367	1.040330	6.379903
chr20	1864789	1.025511	6.380342
chr20	1865093	1.008733	6.380654
chr20	1865198	0.980712	6.380759
chr20	1865507	0.786183	6.381062
chr20	1866645	0.803655	6.381957
chr20	1867363	4.092557	6.382534
chr20	1867665	4.493272	6.383770
chr20	1867972	5.002636	6.385150
chr20	1870755	9.914212	6.399072
chr20	1872658	9.981042	6.417939
chr20	1877150	10.651178	6.462773
chr20	1879313	10.652042	6.485812
chr20	1879449	8.382049	6.487261
chr20	1881734	1.887237	6.506414
chr20	1884725	1.129959	6.512058
chr20	1886493	0.773040	6.514056
chr20	1886624	0.770462	6.514157
chr20	1889858	0.767844	6.516649
chr20	1893189	0.769332	6.519207
chr20	1893763	0.826243	6.519648
chr20	1893784	0.873780	6.519666
chr20	1894315	1.838799	6.520130
chr20	1894335	3.027941	6.520166
chr20	1894630	3.070827	6.521060
chr20	1897045	3.076710	6.528476
chr20	1899587	10.587319	6.536297
chr20	1899767	16.133880	6.538202
chr20	1900961	17.896122	6.557466
chr20	1906300	17.896122	6.653014
chr20	1907716	30.350578	6.678355
chr20	1908299	30.412447	6.696049
chr20	1909445	22.209708	6.730902
chr20	1909840	22.169674	6.739675
chr20	1909906	16.213464	6.741138
chr20	1909920	1.405222	6.741365
chr20	1910382	1.300939	6.742014
chr20	1910774	1.284511	6.742524
chr20	1910898	1.274366	6.742683
chr20	1910988	1.270893	6.742798
chr20	1911609	1.269150	6.743587
chr20	1912310	1.269431	6.744477
chr20	1912823	1.269359	6.745128
chr20	1912981	1.261331	6.745329
chr20	1913481	1.136130	6.745959
chr20	1913626	0.996626	6.746124
chr20	1913737	0.902413	6.746235
chr20	1913799	0.822168	6.746291
chr20	1914728	0.786124	6.747054
chr20	1914782	0.758102	6.747097
chr20	1915226	0.754087	6.747433
chr20	1915504	0.750838	6.747643
chr20	1915736	0.914794	6.747817
chr20	1916732	52.632734	6.748728
chr20	1917209	81.956473	6.773834
chr20	1917247	81.956473	6.776948
chr20	1917290	81.956473	6.780473
chr20	1917405	81.956473	6.789898
chr20	1917460	81.956473	6.794405
chr20	1917479	81.956473	6.795962
chr20	1918305	80.604578	6.863658
chr20	1918487	1.311233	6.878328
chr20	1919181	1.028239	6.879238
chr20	1919324	0.749855	6.879386
chr20	1920578	0.809230	6.880326
chr20	1920590	0.867738	6.880336
chr20	1920594	0.924062	6.880339
chr20	1921450	0.948691	6.881130
chr20	1921523	0.986423	6.881199
chr20	1921728	1.341533	6.881401
chr20	1922237	1.386411	6.882084
chr20	1922283	1.391826	6.882148
chr20	1922534	1.705372	6.882497
chr20	1922914	0.555451	6.883145
chr20	1923271	0.508260	6.883344
chr20	1923623	0.540524	6.883523
chr20	1923674	0.588860	6.883550
chr20	1923734	0.659357	6.883586
chr20	1923972	0.884715	6.883743
chr20	1923973	0.954136	6.883743
chr20	1924066	1.189239	6.883832
chr20	1924127	1.199288	6.883905
chr20	1924517	1.270507	6.884372
chr20	1924707	1.348178	6.884614
chr20	1925725	1.346080	6.885986
chr20	1925837	1.336448	6.886137
chr20	1925862	1.327142	6.886170
chr20	1926459	1.324588	6.886963
chr20	1927336	1.324148	6.888124
chr20	1927515	1.323691	6.888361
chr20	1927775	1.323468	6.888706
chr20	1928745	1.323602	6.889989
chr20	1929436	1.764586	6.890904
chr20	1929542	2.050692	6.891091
chr20	1929582	2.324045	6.891173
chr20	1929662	2.834283	6.891359
chr20	1930704	2.838376	6.894312
chr20	1930873	2.839165	6.894792
chr20	1930885	2.841310	6.894826
chr20	1931500	2.842321	6.896573
chr20	1931519	2.844012	6.896627
chr20	1931582	2.844151	6.896807
chr20	1931666	2.846818	6.897045
chr20	1932164	2.730804	6.898463
chr20	1932303	1.357772	6.898843
chr20	1932603	1.356880	6.899250
chr20	1932991	1.355928	6.899777
chr20	1934468	1.368316	6.901779
chr20	1934484	1.383960	6.901801
chr20	1934540	1.411658	6.901879
chr20	1934801	1.488844	6.902247
chr20	1936275	1.389259	6.904442
chr20	1936292	0.968947	6.904465
chr20	1936986	0.946403	6.905138
chr20	1937475	0.914098	6.905601
chr20	1937798	0.892094	6.905896
chr20	1940145	0.886370	6.907990
chr20	1940504	0.886477	6.908308
chr20	1940808	0.914582	6.908577
chr20	1940868	0.967046	6.908632
chr20	1941131	1.180606	6.908886
chr20	1941171	1.818554	6.908934
chr20	1941488	1.863460	6.909510
chr20	1942153	1.776594	6.910749
chr20	1942266	1.791641	6.910950
chr20	1942698	1.639026	6.911724
chr20	1942718	1.522502	6.911757
chr20	1942809	1.518502	6.911895
chr20	1942905	1.495482	6.912041
chr20	1943041	1.495181	6.912245
chr20	1943076	1.426673	6.912297
chr20	1943124	1.353966	6.912365
chr20	1943319	1.300807	6.912629
chr20	1943551	1.266676	6.912931
chr20	1943683	1.198257	6.913098
chr20	1943961	0.774537	6.913432
chr20	1944267	0.746703	6.913669
chr20	1944510	1.071742	6.913850
chr20	1945269	1.607860	6.914663
chr20	1945406	2.232918	6.914884
chr20	1945626	5.080038	6.915375
chr20	1945835	6.289465	6.916437
chr20	1945956	7.666894	6.917198
chr20	1946024	7.729140	6.917719
chr20	1946229	7.836732	6.919304
chr20	1946337	7.830625	6.920150
chr20	1946669	5.976140	6.922750
chr20	1947394	5.008339	6.927082
chr20	1947848	4.312747	6.929356
chr20	1948509	1.702987	6.932207
chr20	1949127	1.170251	6.933259
chr20	1949479	0.972441	6.933671
chr20	1949577	0.785213	6.933767
chr20	1950332	0.773891	6.934359
chr20	1950858	0.770361	6.934766
chr20	1952556	0.788996	6.936075
chr20	1953270	0.904791	6.936638
chr20	1953363	0.917683	6.936722
chr20	1953366	0.938680	6.936725
chr20	1953721	0.796247	6.937058
chr20	1954033	0.780461	6.937306
chr20	1954035	0.758103	6.937308
chr20	1954339	0.605848	6.937538
chr20	1954591	0.406428	6.937691
chr20	1954749	0.227063	6.937755
chr20	1954922	0.211737	6.937795
chr20	1956663	0.211035	6.938163
chr20	1958145	0.229999	6.938476
chr20	1958400	0.251577	6.938535
chr20	1959573	0.251734	6.938830
chr20	1959939	0.497763	6.938922
chr20	1960226	2.328418	6.939065
chr20	1960313	4.797313	6.939267
chr20	1961134	4.681493	6.943206
chr20	1961775	4.643251	6.946207
chr20	1961977	4.512344	6.947145
chr20	1963222	3.984419	6.952763
chr20	1963413	3.989416	6.953524
chr20	1964095	4.066220	6.956244
chr20	1965127	4.088477	6.960441
chr20	1966947	3.620495	6.967882
chr20	1967049	3.627226	6.968251
chr20	1967155	1.710363	6.968636
chr20	1967217	1.099570	6.968742
chr20	1967278	1.101721	6.968809
chr20	1967321	0.974197	6.968856
chr20	1967710	0.973636	6.969235
chr20	1967797	0.973861	6.969320
chr20	1967877	0.974037	6.969398
chr20	1968449	0.973794	6.969955
chr20	1969066	0.974038	6.970556
chr20	1969193	0.974609	6.970679
chr20	1969333	0.740914	6.970816
chr20	1969824	0.599651	6.971179
chr20	1969934	0.483395	6.971245
chr20	1970258	0.457342	6.971402
chr20	1970547	0.445074	6.971534
chr20	1970564	0.434111	6.971542
chr20	1970651	0.430934	6.971580
chr20	1970812	0.425755	6.971649
chr20	1972069	0.427359	6.972184
chr20	1972460	0.483329	6.972351
chr20	1972553	0.637898	6.972396
chr20	1972761	0.876591	6.972529
chr20	1974008	6.076484	6.973622
chr20	1974238	3.509223	6.975020
chr20	1974858	3.833878	6.977195
chr20	1975679	3.683220	6.980343
chr20	1976818	2.788946	6.984538
chr20	1977045	1.412915	6.985171
chr20	1977600	1.250632	6.985955
chr20	1978071	1.119906	6.986544
chr20	1978165	1.062073	6.986650
chr20	1978301	1.048652	6.986794
chr20	1978338	1.033081	6.986833
chr20	1979496	1.030103	6.988029
chr20	1979916	1.028948	6.988462
chr20	1980849	1.027777	6.989422
chr20	1981023	1.027568	6.989601
chr20	1981379	1.028128	6.989967
chr20	1981505	1.027727	6.990096
chr20	1982072	1.027536	6.990679
chr20	1982139	1.027706	6.990748
chr20	1982290	1.027736	6.990903
chr20	1983042	1.084563	6.991676
chr20	1983105	1.147567	6.991744
chr20	1984662	4.097983	6.993531
chr20	1985050	4.406722	6.995121
chr20	1985093	4.765628	6.995310
chr20	1986451	4.778114	7.001782
chr20	1987398	4.778114	7.006307
chr20	1988025	6.052343	7.009303
chr20	1988382	6.060209	7.011463
chr20	1988488	6.061540	7.012106
chr20	1988578	5.772223	7.012651
chr20	1988599	5.214295	7.012773
chr20	1988682	3.856303	7.013205
chr20	1988915	3.585630	7.014104
chr20	1989025	3.400544	7.014498
chr20	1989383	3.395487	7.015716
chr20	1989659	3.220403	7.016653
chr20	1989982	2.384531	7.017693
chr20	1990159	2.173024	7.018115
chr20	1990286	1.896354	7.018391
chr20	1990492	1.318890	7.018782
chr20	1990617	1.239051	7.018947
chr20	1990641	1.175951	7.018976
chr20	1991477	1.189741	7.019959
chr20	1991954	1.168761	7.020527
chr20	1992380	1.183905	7.021025
chr20	1992396	1.187691	7.021044
chr20	1992883	1.184755	7.021622
chr20	1993052	1.189233	7.021822
chr20	1993883	1.628126	7.022811
chr20	1994112	2.699090	7.023183
chr20	1994350	3.307148	7.023826
chr20	1994801	3.543339	7.025317
chr20	1994963	3.643580	7.025891
chr20	1995264	3.632520	7.026988
chr20	1995534	2.413067	7.027969
chr20	1995565	1.381185	7.028044
chr20	1995650	0.823799	7.028161
chr20	1997448	0.916127	7.029642
chr20	1997698	0.916802	7.029871
chr20	1998187	0.917411	7.030320
chr20	1999622	0.930785	7.031636
chr20	1999855	0.961466	7.031853
chr20	2000810	1.899390	7.032771
chr20	2001015	2.236332	7.033161
chr20	2001161	2.451535	7.033487
chr20	2002488	1.129306	7.036740
chr20	2003113	1.066733	7.037446
chr20	2003558	1.024557	7.037921
chr20	2003589	0.976830	7.037953
chr20	2003833	0.812468	7.038191
chr20	2003903	0.665044	7.038248
chr20	2003970	0.328484	7.038292
chr20	2005197	0.268999	7.038695
chr20	2005693	0.239509	7.038829
chr20	2005723	0.208826	7.038836
chr20	2005923	0.191416	7.038878
chr20	2006155	0.177367	7.038922
chr20	2006820	0.163953	7.039040
chr20	2007459	0.164040	7.039145
chr20	2007670	0.160518	7.039179
chr20	2008384	0.151994	7.039294
chr20	2009542	0.150584	7.039470
chr20	2010334	0.156470	7.039589
chr20	2010413	0.162435	7.039602
chr20	2011206	0.422004	7.039731
chr20	2011258	0.418354	7.039752
chr20	2011881	0.411408	7.040013
chr20	2012616	0.285417	7.040315
chr20	2012771	0.163198	7.040360
chr20	2013474	0.148107	7.040474
chr20	2014236	0.144830	7.040587
chr20	2014873	0.142615	7.040680
chr20	2015506	0.141116	7.040770
chr20	2015656	0.130064	7.040791
chr20	2015686	0.130219	7.040795
chr20	2015967	0.128222	7.040832
chr20	2017767	0.174592	7.041062
chr20	2017769	0.218850	7.041063
chr20	2018592	0.218078	7.041243
chr20	2020354	0.217917	7.041627
chr20	2021623	0.220155	7.041904
chr20	2021639	0.221886	7.041907
chr20	2023207	0.221170	7.042255
chr20	2023356	0.223394	7.042288
chr20	2023653	0.219833	7.042354
chr20	2023929	0.231553	7.042415
chr20	2024365	0.247492	7.042516
chr20	2024688	0.260686	7.042596
chr20	2024972	0.258523	7.042670
